Uuid,Void/Retire,Name,Strength,Concept drug,Concept dosage form
1899e794-a89d-11df-bba5-000c297f1161,,Sodium Valproate (200mg tablet),200mg,65694b32-977f-11e1-8993-905e29aff6c1,
1899e884-a89d-11df-bba5-000c297f1161,,SP (525mg tablet),525mg,6545eed0-977f-11e1-8993-905e29aff6c1,
1899e97e-a89d-11df-bba5-000c297f1161,,Tramadol (50mg),50mg,657351a4-977f-11e1-8993-905e29aff6c1,
1899ea78-a89d-11df-bba5-000c297f1161,,Amoxicillin (125mg/5ml syrup),,65472b24-977f-11e1-8993-905e29aff6c1,
1899eb68-a89d-11df-bba5-000c297f1161,,Chloramphenicol (125mg/5ml syrup),,65472cfa-977f-11e1-8993-905e29aff6c1,
1899ec62-a89d-11df-bba5-000c297f1161,,Chlorpheniramine (2mg/5ml Suspension),,654affa6-977f-11e1-8993-905e29aff6c1,
1899ed5c-a89d-11df-bba5-000c297f1161,,Flucloxacillin (125mg/5ml suspension),,65484b3a-977f-11e1-8993-905e29aff6c1,
1899ee42-a89d-11df-bba5-000c297f1161,,Fluconazole (10mg/ml suspension),,6549f2dc-977f-11e1-8993-905e29aff6c1,
1899ef3c-a89d-11df-bba5-000c297f1161,,Metronidazole (200mg/5ml suspension),,6546f2a8-977f-11e1-8993-905e29aff6c1,
1899f02c-a89d-11df-bba5-000c297f1161,,Promethazine (25mg/5ml syrup),,65694a38-977f-11e1-8993-905e29aff6c1,
1899f126-a89d-11df-bba5-000c297f1161,,Aminophylline (25mg/ml),10ml,654b0fbe-977f-11e1-8993-905e29aff6c1,
1899f220-a89d-11df-bba5-000c297f1161,,Benzylpenicillin (2.4MU),2.4MU,6563fa10-977f-11e1-8993-905e29aff6c1,
1899f31a-a89d-11df-bba5-000c297f1161,,Cyclizine (50mg/ml Injection),,657352a8-977f-11e1-8993-905e29aff6c1,
1899f414-a89d-11df-bba5-000c297f1161,,Cimetidine (200mg/ml Injection),,655e5eb6-977f-11e1-8993-905e29aff6c1,
1899f50e-a89d-11df-bba5-000c297f1161,,Dexamethasone (5mg/ml Injection),5ml,65734d80-977f-11e1-8993-905e29aff6c1,
1899f5fe-a89d-11df-bba5-000c297f1161,,Diclofenac injection (75mg),75mg (injection),65483f50-977f-11e1-8993-905e29aff6c1,
1899f6f8-a89d-11df-bba5-000c297f1161,,Digoxin (250 mcg/ml),2ml,65663a1e-977f-11e1-8993-905e29aff6c1,
189ae8ba-a89d-11df-bba5-000c297f1161,,"Flucloxacillin (250mg, vial, PFR)",,65484b3a-977f-11e1-8993-905e29aff6c1,
189aec48-a89d-11df-bba5-000c297f1161,,Fluconazole (2mg/ml injection),100ml,6549f2dc-977f-11e1-8993-905e29aff6c1,
189aed6a-a89d-11df-bba5-000c297f1161,,Fluphenazine (25mg/ml),2ml,654b0eb0-977f-11e1-8993-905e29aff6c1,
189aee6e-a89d-11df-bba5-000c297f1161,,Frusemide (10mg/ml injection),2ml,65730d0c-977f-11e1-8993-905e29aff6c1,
189aef68-a89d-11df-bba5-000c297f1161,,Gentamicin (240mg),240mg,6546014a-977f-11e1-8993-905e29aff6c1,
189af062-a89d-11df-bba5-000c297f1161,,Heparin (5000u/ml),5ml,657353ac-977f-11e1-8993-905e29aff6c1,
189af15c-a89d-11df-bba5-000c297f1161,,Hyoscine (20mg/ml Injection),,657354ba-977f-11e1-8993-905e29aff6c1,
189af256-a89d-11df-bba5-000c297f1161,,Hydralazine HCl (20mg/ml Injection),1ml,654b10d6-977f-11e1-8993-905e29aff6c1,
189af35a-a89d-11df-bba5-000c297f1161,,Hydrocortisone iv (50mg/ml injection),2ml,65474a14-977f-11e1-8993-905e29aff6c1,
189af454-a89d-11df-bba5-000c297f1161,,Insulin soluble (100 IU/ml Injection),,6547414a-977f-11e1-8993-905e29aff6c1,
189af558-a89d-11df-bba5-000c297f1161,,Insulin lente (100 IU/ml),,65473e02-977f-11e1-8993-905e29aff6c1,
189afc4c-a89d-11df-bba5-000c297f1161,,Ketamine hydrochloride (50mg/ml injection),10ml,657355be-977f-11e1-8993-905e29aff6c1,
189afd78-a89d-11df-bba5-000c297f1161,,Lignocaine hydrochloride(1%),25ml,657356c2-977f-11e1-8993-905e29aff6c1,
189aff4e-a89d-11df-bba5-000c297f1161,,Lignocaine hydrochloride (2%),25ml,657356c2-977f-11e1-8993-905e29aff6c1,
189b00e8-a89d-11df-bba5-000c297f1161,,"Lignocaine + glucose (7.5%,heavy)",2ml,657356c2-977f-11e1-8993-905e29aff6c1,
189b03a4-a89d-11df-bba5-000c297f1161,,Magnesium sulphate (50%),2ml,657357c6-977f-11e1-8993-905e29aff6c1,
189b0548-a89d-11df-bba5-000c297f1161,,Methylprednisolone (40mg Injection),,657358ca-977f-11e1-8993-905e29aff6c1,
189b06ec-a89d-11df-bba5-000c297f1161,,Metronidazole (5mg/ml Injection),100ml,6546f2a8-977f-11e1-8993-905e29aff6c1,
189b0890-a89d-11df-bba5-000c297f1161,,Morphine sulphate (15mg/ml Injection),1ml,65694416-977f-11e1-8993-905e29aff6c1,
189b0a34-a89d-11df-bba5-000c297f1161,,Neostigmine (2.5mg injection),2.5mg,657359d8-977f-11e1-8993-905e29aff6c1,
189b0bce-a89d-11df-bba5-000c297f1161,,Oxytocin (10 IU/ml),1ml,65735adc-977f-11e1-8993-905e29aff6c1,
189b0d68-a89d-11df-bba5-000c297f1161,,Paraldehyde (10ml),10ml,65735be0-977f-11e1-8993-905e29aff6c1,
189b0f02-a89d-11df-bba5-000c297f1161,,Pethidine hydrochloride (50mg/1ml),2ml,65735ce4-977f-11e1-8993-905e29aff6c1,
189b10a6-a89d-11df-bba5-000c297f1161,,Phytomenadione (10mg/ml Vit K),1ml,65735df2-977f-11e1-8993-905e29aff6c1,
189b1240-a89d-11df-bba5-000c297f1161,,Potassium chloride (20%),10ml,65694826-977f-11e1-8993-905e29aff6c1,
189b13da-a89d-11df-bba5-000c297f1161,,Promethazine HCl (25mg/ml),2ml,65694a38-977f-11e1-8993-905e29aff6c1,
189b1574-a89d-11df-bba5-000c297f1161,,Salbutamol (resp solution 5mg/ml),30ml,654a3238-977f-11e1-8993-905e29aff6c1,
189b170e-a89d-11df-bba5-000c297f1161,,Salbutamol,5ml,654a3238-977f-11e1-8993-905e29aff6c1,
189b18a8-a89d-11df-bba5-000c297f1161,,Suxamethonium chloride (50mg/ml),2ml,65735eec-977f-11e1-8993-905e29aff6c1,
189b1a42-a89d-11df-bba5-000c297f1161,,"Thiopentone sodium (500mg, PFR)",500mg,65735ff0-977f-11e1-8993-905e29aff6c1,
189b1b3c-a89d-11df-bba5-000c297f1161,,Water for injections,10ml,657360fe-977f-11e1-8993-905e29aff6c1,
189b1c40-a89d-11df-bba5-000c297f1161,,Rabies vaccine,,65482678-977f-11e1-8993-905e29aff6c1,
189b1d30-a89d-11df-bba5-000c297f1161,,Tetanus antitoxin (1500 IU),1500IU,65736202-977f-11e1-8993-905e29aff6c1,
189b1e2a-a89d-11df-bba5-000c297f1161,,Vecuronium (4mg/ml Injecion),,65736306-977f-11e1-8993-905e29aff6c1,
189b1f24-a89d-11df-bba5-000c297f1161,,Ferrous Syrup (60mg/5ml),,6547145e-977f-11e1-8993-905e29aff6c1,
189b201e-a89d-11df-bba5-000c297f1161,,Ampicillin Injection(500 mg),500mg,654732b8-977f-11e1-8993-905e29aff6c1,
189b2118-a89d-11df-bba5-000c297f1161,,Benzylpenicillin (5mu),5mu,6563fa10-977f-11e1-8993-905e29aff6c1,
189b2212-a89d-11df-bba5-000c297f1161,,Bupivacaine spinal (0.5%),4ml,6573640a-977f-11e1-8993-905e29aff6c1,
189b230c-a89d-11df-bba5-000c297f1161,,"Cefotaxime (500mg, PFR)",500mg,6573650e-977f-11e1-8993-905e29aff6c1,
189b23fc-a89d-11df-bba5-000c297f1161,,"Chloramphenicol succinate (1g, PFR)",1g,65472cfa-977f-11e1-8993-905e29aff6c1,
189b24f6-a89d-11df-bba5-000c297f1161,,Chlorpromazine HCl (25mg/ml),2ml,654b00aa-977f-11e1-8993-905e29aff6c1,
189b25e6-a89d-11df-bba5-000c297f1161,,Ergometrine+Oxytocin,1ml,65736612-977f-11e1-8993-905e29aff6c1,
189b26e0-a89d-11df-bba5-000c297f1161,,Antacid Susp (Mag/Alumin),,654b20f8-977f-11e1-8993-905e29aff6c1,
189b27da-a89d-11df-bba5-000c297f1161,,Magnesium trisilicate compound,,65476454-977f-11e1-8993-905e29aff6c1,
189b28d4-a89d-11df-bba5-000c297f1161,,Frusemide (40mg tablet),40mg,65730d0c-977f-11e1-8993-905e29aff6c1,
189b29ce-a89d-11df-bba5-000c297f1161,,Vitamin B complex (strong tablets),,6547752a-977f-11e1-8993-905e29aff6c1,
189b2ac8-a89d-11df-bba5-000c297f1161,,Vitamin (tablets),,65736716-977f-11e1-8993-905e29aff6c1,
189b2bc2-a89d-11df-bba5-000c297f1161,,Cephalexin 250mg capsule,250mg,65743178-977f-11e1-8993-905e29aff6c1,
189b2cbc-a89d-11df-bba5-000c297f1161,,Isosorbide dinitrate 10mg tablet,10mg,6565b2ec-977f-11e1-8993-905e29aff6c1,
189b2dac-a89d-11df-bba5-000c297f1161,,Metronidazole 200mg tablet,200mg,6546f2a8-977f-11e1-8993-905e29aff6c1,
189b2ea6-a89d-11df-bba5-000c297f1161,,Artesunate + Amodiaquine 50+153mg,203mg,6574348e-977f-11e1-8993-905e29aff6c1,
189b2fa0-a89d-11df-bba5-000c297f1161,,Amphotericin B 50mg injection,50mg,65743588-977f-11e1-8993-905e29aff6c1,
189bb1f0-a89d-11df-bba5-000c297f1161,,"Ampicillin (Injection 250mg, PFR)",250mg,654732b8-977f-11e1-8993-905e29aff6c1,
189bb330-a89d-11df-bba5-000c297f1161,,"Benzylpenicillin (1g,PFR)",1g,6563fa10-977f-11e1-8993-905e29aff6c1,
189bb434-a89d-11df-bba5-000c297f1161,,Gentamicin (20mg/ml Injection),2ml,6546014a-977f-11e1-8993-905e29aff6c1,
189bb52e-a89d-11df-bba5-000c297f1161,,Haloperidol 5mg/ml injection,2ml,65693df4-977f-11e1-8993-905e29aff6c1,
189bb61e-a89d-11df-bba5-000c297f1161,,Melarsoprol (Mel B) 3.6%,6ml,65743754-977f-11e1-8993-905e29aff6c1,
189bb718-a89d-11df-bba5-000c297f1161,,Metoclopramide hydrochloride 5mg/ml,2ml,6549f71e-977f-11e1-8993-905e29aff6c1,
189bb812-a89d-11df-bba5-000c297f1161,,Phytomenadione (2mg/ml Vit K),1ml,65735df2-977f-11e1-8993-905e29aff6c1,
189bb90c-a89d-11df-bba5-000c297f1161,,Salbutamol sulphate 1mg/ml,5ml,654a3238-977f-11e1-8993-905e29aff6c1,
189bba06-a89d-11df-bba5-000c297f1161,,"Suramin sodium, 1g (injection)",1g,65743858-977f-11e1-8993-905e29aff6c1,
189bbb00-a89d-11df-bba5-000c297f1161,,Tetanus antitoxin (20000 IU),20000IU,65736202-977f-11e1-8993-905e29aff6c1,
189bbbfa-a89d-11df-bba5-000c297f1161,,Anti-snakebite serum,1unit,65743984-977f-11e1-8993-905e29aff6c1,
189bbcf4-a89d-11df-bba5-000c297f1161,,Acyclovir eye ointment 3%,1application,6549dd6a-977f-11e1-8993-905e29aff6c1,
189bbde4-a89d-11df-bba5-000c297f1161,,Alcohol 96%,1application,65743a88-977f-11e1-8993-905e29aff6c1,
189bbee8-a89d-11df-bba5-000c297f1161,,Atropine sulphate eye ointment 1%,1application,65692fa8-977f-11e1-8993-905e29aff6c1,
189bc078-a89d-11df-bba5-000c297f1161,,Benzoic acid 6% + salicylic acid 3% ointment,1application,65743d94-977f-11e1-8993-905e29aff6c1,
189bc17c-a89d-11df-bba5-000c297f1161,,Bismuth subgallate compound suppositories,1item,65743e98-977f-11e1-8993-905e29aff6c1,
189bc276-a89d-11df-bba5-000c297f1161,,Chloramphenicol 5% ear drops,1drop(s),65472cfa-977f-11e1-8993-905e29aff6c1,
189bc370-a89d-11df-bba5-000c297f1161,,Chloremphenicol eye drops 0.5%,1drop(s),65472cfa-977f-11e1-8993-905e29aff6c1,
189bc46a-a89d-11df-bba5-000c297f1161,,Chlorhexadine 1.5% solution,1ml,65743f92-977f-11e1-8993-905e29aff6c1,
189bc56e-a89d-11df-bba5-000c297f1161,,Erythromycin (60mg/5ml suspension),5ml,65473646-977f-11e1-8993-905e29aff6c1,
189bc65e-a89d-11df-bba5-000c297f1161,,Fluorescein sodium eye drops 1% (Minims),1drop(s),65744096-977f-11e1-8993-905e29aff6c1,
189bc758-a89d-11df-bba5-000c297f1161,,"Glycerine suppositories (adult), 4g",1item,65744190-977f-11e1-8993-905e29aff6c1,
189bc852-a89d-11df-bba5-000c297f1161,,"Glycerine suppositories (child), 2g",1item,65744190-977f-11e1-8993-905e29aff6c1,
189bc942-a89d-11df-bba5-000c297f1161,,Halofantrine suspension 100mg/5ml,5ml,654a3346-977f-11e1-8993-905e29aff6c1,
189bca46-a89d-11df-bba5-000c297f1161,,"Iodine solution, weak (iodine tincture)",1application,65744294-977f-11e1-8993-905e29aff6c1,
189bcb36-a89d-11df-bba5-000c297f1161,,Ketoconazole suspension 100mg/5ml,5ml,654b0da2-977f-11e1-8993-905e29aff6c1,
189bcc30-a89d-11df-bba5-000c297f1161,,Salicylic acid ointment 5% (in YSP base),1application,65743b8c-977f-11e1-8993-905e29aff6c1,
189bcd2a-a89d-11df-bba5-000c297f1161,,Salicylic acid ointment 5% (in EO base),1application,65743b8c-977f-11e1-8993-905e29aff6c1,
189bce24-a89d-11df-bba5-000c297f1161,,Zinc oxide 15% ointment (in EO base),1application,65694f4c-977f-11e1-8993-905e29aff6c1,
189bcf32-a89d-11df-bba5-000c297f1161,,Zinc oxide 15% ointment + sulphur 5%,1application,6574449c-977f-11e1-8993-905e29aff6c1,
189bd586-a89d-11df-bba5-000c297f1161,,Zinc paste compount + sulphur 5%,1application,6574449c-977f-11e1-8993-905e29aff6c1,
189bd68a-a89d-11df-bba5-000c297f1161,,Soluble Insulin,1unit(s),6547414a-977f-11e1-8993-905e29aff6c1,
189bd770-a89d-11df-bba5-000c297f1161,,Amitriptyline (50mg tablet),50mg,654b12fc-977f-11e1-8993-905e29aff6c1,
189bd874-a89d-11df-bba5-000c297f1161,,Lisinopril (10mg tablet),10mg,65635a74-977f-11e1-8993-905e29aff6c1,
189bd96e-a89d-11df-bba5-000c297f1161,,Lisinopril (20mg tablet),20mg,65635a74-977f-11e1-8993-905e29aff6c1,
189bda68-a89d-11df-bba5-000c297f1161,,Amlodipine (5mg tablet),5MG,65635ef2-977f-11e1-8993-905e29aff6c1,
189bdb62-a89d-11df-bba5-000c297f1161,,Amlodipine (10mg tablet),10MG,65635ef2-977f-11e1-8993-905e29aff6c1,
189bdc52-a89d-11df-bba5-000c297f1161,,Propanolol (40mg tablet),40mg,65470f18-977f-11e1-8993-905e29aff6c1,
189bdd4c-a89d-11df-bba5-000c297f1161,,Propanolol (80mg),80mg,65470f18-977f-11e1-8993-905e29aff6c1,
189bde46-a89d-11df-bba5-000c297f1161,,Acyclovir (800mg tablet),800mg,6549dd6a-977f-11e1-8993-905e29aff6c1,
189bdf36-a89d-11df-bba5-000c297f1161,,Chloramphenicol (500mg),500mg,65472cfa-977f-11e1-8993-905e29aff6c1,
189be030-a89d-11df-bba5-000c297f1161,,Flucloxacillin (500mg),500mg,65484b3a-977f-11e1-8993-905e29aff6c1,
189be120-a89d-11df-bba5-000c297f1161,,Fluconazole (400mg),400mg,6549f2dc-977f-11e1-8993-905e29aff6c1,
189be21a-a89d-11df-bba5-000c297f1161,,Fluconazole (50mg),50mg,6549f2dc-977f-11e1-8993-905e29aff6c1,
189be30a-a89d-11df-bba5-000c297f1161,,Fluconazole (800mg),800mg,6549f2dc-977f-11e1-8993-905e29aff6c1,
189be40e-a89d-11df-bba5-000c297f1161,,Atavaquone (750 mg),750mg,6574f266-977f-11e1-8993-905e29aff6c1,
189be4fe-a89d-11df-bba5-000c297f1161,,Beclomethasone Inhaler,,65588aa4-977f-11e1-8993-905e29aff6c1,
189be5f8-a89d-11df-bba5-000c297f1161,,Bisacodyl (10mg),10mg,656938e0-977f-11e1-8993-905e29aff6c1,
189be6f2-a89d-11df-bba5-000c297f1161,,Captopril,,6563597a-977f-11e1-8993-905e29aff6c1,
189be7ec-a89d-11df-bba5-000c297f1161,,Clindamycin (300mg),300mg,656939e4-977f-11e1-8993-905e29aff6c1,
189be904-a89d-11df-bba5-000c297f1161,,Clotrimazole pessaries,,654b3228-977f-11e1-8993-905e29aff6c1,
189be9fe-a89d-11df-bba5-000c297f1161,,Codeine (30mg),30mg,6574f360-977f-11e1-8993-905e29aff6c1,
189beae4-a89d-11df-bba5-000c297f1161,,Cotrimoxazole (1920mg),1920mg,654b02da-977f-11e1-8993-905e29aff6c1,
189bebd4-a89d-11df-bba5-000c297f1161,,Cotrimoxazole (960mg),960mg,654b02da-977f-11e1-8993-905e29aff6c1,
189becba-a89d-11df-bba5-000c297f1161,,Dapsone,,6545f8b2-977f-11e1-8993-905e29aff6c1,
189beda0-a89d-11df-bba5-000c297f1161,,Diazepam,,6547016c-977f-11e1-8993-905e29aff6c1,
189bee7c-a89d-11df-bba5-000c297f1161,,Digoxin,,65663a1e-977f-11e1-8993-905e29aff6c1,
189bef6c-a89d-11df-bba5-000c297f1161,,Fefol (450 mg),450mg,654a1712-977f-11e1-8993-905e29aff6c1,
189bf052-a89d-11df-bba5-000c297f1161,,Frusemide (80 mg),80mg,65730d0c-977f-11e1-8993-905e29aff6c1,
189bf3fe-a89d-11df-bba5-000c297f1161,,Ibuprofen (800mg),800mg,654afe8e-977f-11e1-8993-905e29aff6c1,
189bf50c-a89d-11df-bba5-000c297f1161,,Indomethacin (400mg),400mg,65472638-977f-11e1-8993-905e29aff6c1,
189bf5fc-a89d-11df-bba5-000c297f1161,,Isosorbide Dinitrate (20mg),20mg,6565b2ec-977f-11e1-8993-905e29aff6c1,
189bf6f6-a89d-11df-bba5-000c297f1161,,Isosorbide Mononitrate (20mg),20mg,6574f45a-977f-11e1-8993-905e29aff6c1,
189bf7f0-a89d-11df-bba5-000c297f1161,,Loperamide (4mg),4mg,654837c6-977f-11e1-8993-905e29aff6c1,
189bfa70-a89d-11df-bba5-000c297f1161,,Magnesium Trisilicate (500mg),500mg,65476454-977f-11e1-8993-905e29aff6c1,
189bfb6a-a89d-11df-bba5-000c297f1161,,Metronidazole (2g),2g,6546f2a8-977f-11e1-8993-905e29aff6c1,
189bfc64-a89d-11df-bba5-000c297f1161,,Metronidazole (400mg),400mg,6546f2a8-977f-11e1-8993-905e29aff6c1,
189bfd54-a89d-11df-bba5-000c297f1161,,Miconazole gum patch,1tablet,654b0500-977f-11e1-8993-905e29aff6c1,
189bfe4e-a89d-11df-bba5-000c297f1161,,Morphine Sulphate Tablets,,65694416-977f-11e1-8993-905e29aff6c1,
189bff48-a89d-11df-bba5-000c297f1161,,Multivitamin,,65485a58-977f-11e1-8993-905e29aff6c1,
189cb12c-a89d-11df-bba5-000c297f1161,,Nalidixic acid (500mg),500mg,6547307e-977f-11e1-8993-905e29aff6c1,
189cb334-a89d-11df-bba5-000c297f1161,,Nystatin pessaries,,654b0618-977f-11e1-8993-905e29aff6c1,
189cb44c-a89d-11df-bba5-000c297f1161,,Omeprazole (40mg),40mg,65588f0e-977f-11e1-8993-905e29aff6c1,
189cb546-a89d-11df-bba5-000c297f1161,,ORS,,6547933e-977f-11e1-8993-905e29aff6c1,
189cb64a-a89d-11df-bba5-000c297f1161,,Paracetamol (1g),1g,6545f0e2-977f-11e1-8993-905e29aff6c1,
189cb744-a89d-11df-bba5-000c297f1161,,Praziquantel (1200 mg),1200mg,6569492a-977f-11e1-8993-905e29aff6c1,
189cb848-a89d-11df-bba5-000c297f1161,,Prednisolone (40mg),40mg,654a0c68-977f-11e1-8993-905e29aff6c1,
189cb94c-a89d-11df-bba5-000c297f1161,,Prednisolone (60mg),60mg,654a0c68-977f-11e1-8993-905e29aff6c1,
189cba46-a89d-11df-bba5-000c297f1161,,Prednisolone (20 mg),20mg,654a0c68-977f-11e1-8993-905e29aff6c1,
189cbb40-a89d-11df-bba5-000c297f1161,,Primaquine (30mg),30mg,6574f554-977f-11e1-8993-905e29aff6c1,
189cbc3a-a89d-11df-bba5-000c297f1161,,Propanolol,,65470f18-977f-11e1-8993-905e29aff6c1,
189cbd34-a89d-11df-bba5-000c297f1161,,Quinine (600mg),600mg,6546fbae-977f-11e1-8993-905e29aff6c1,
189cbe2e-a89d-11df-bba5-000c297f1161,,Salbutamol Inhaler,,654a3238-977f-11e1-8993-905e29aff6c1,
189cbf32-a89d-11df-bba5-000c297f1161,,Trimethoprim,,6545f2f4-977f-11e1-8993-905e29aff6c1,
189cc02c-a89d-11df-bba5-000c297f1161,,Tetanus Immuno Globulin,,6574f64e-977f-11e1-8993-905e29aff6c1,
189cc126-a89d-11df-bba5-000c297f1161,,Tetanus Toxoid Vaccine,0.5ml,6574f748-977f-11e1-8993-905e29aff6c1,
189cc22a-a89d-11df-bba5-000c297f1161,,Tetanus Toxoid Vaccine (2),0.5ml,6574f748-977f-11e1-8993-905e29aff6c1,
189cc324-a89d-11df-bba5-000c297f1161,,2SRHZ+7RH,,6574fa36-977f-11e1-8993-905e29aff6c1,
189cc41e-a89d-11df-bba5-000c297f1161,,2RHZE+4RH,,6560a3a6-977f-11e1-8993-905e29aff6c1,
189cc518-a89d-11df-bba5-000c297f1161,,2SRHZE+1RHZE/5RHE,,655d566a-977f-11e1-8993-905e29aff6c1,
189cc612-a89d-11df-bba5-000c297f1161,,D4T+3TC+NVP,,654a2bc6-977f-11e1-8993-905e29aff6c1,
189cc70c-a89d-11df-bba5-000c297f1161,,AZT+3TC+NVP,,655a90b0-977f-11e1-8993-905e29aff6c1,
189cc7fc-a89d-11df-bba5-000c297f1161,,Therapeutic feeding,,6574fb30-977f-11e1-8993-905e29aff6c1,
189cc8f6-a89d-11df-bba5-000c297f1161,,Allopurinol (200mg tablet),200mg,65734a74-977f-11e1-8993-905e29aff6c1,
189cc9f0-a89d-11df-bba5-000c297f1161,,Allopurinol (300mg tablet),300mg,65734a74-977f-11e1-8993-905e29aff6c1,
189ccaea-a89d-11df-bba5-000c297f1161,,Amitriptyline (75mg tablet),75mg,654b12fc-977f-11e1-8993-905e29aff6c1,
189ccbe4-a89d-11df-bba5-000c297f1161,,Amoxicillin (500mg),500mg,65472b24-977f-11e1-8993-905e29aff6c1,
189cd4f4-a89d-11df-bba5-000c297f1161,,Aspirin (600mg tablet),600mg,6545efde-977f-11e1-8993-905e29aff6c1,
189cd5f8-a89d-11df-bba5-000c297f1161,,Benzhexol (1mg tablet),1mg,654b01c2-977f-11e1-8993-905e29aff6c1,
189cd6e8-a89d-11df-bba5-000c297f1161,,Benzhexol (2mg tablet),2mg,654b01c2-977f-11e1-8993-905e29aff6c1,
189cd7e2-a89d-11df-bba5-000c297f1161,,Benzhexol (4mg tablet),4mg,654b01c2-977f-11e1-8993-905e29aff6c1,
189cd8dc-a89d-11df-bba5-000c297f1161,,Carbamazepine (100mg tablet),100mg,654b0726-977f-11e1-8993-905e29aff6c1,
189cd9d6-a89d-11df-bba5-000c297f1161,,Carbamazepine (300mg tablet),300mg,654b0726-977f-11e1-8993-905e29aff6c1,
189cdac6-a89d-11df-bba5-000c297f1161,,Carbamazepine (400mg tablet),400mg,654b0726-977f-11e1-8993-905e29aff6c1,
189cdbc0-a89d-11df-bba5-000c297f1161,,Carbimazole (10mg tablet),10mg,65734b6e-977f-11e1-8993-905e29aff6c1,
189cdcba-a89d-11df-bba5-000c297f1161,,Carbimazole (15mg tablet),15mg,65734b6e-977f-11e1-8993-905e29aff6c1,
189cddb4-a89d-11df-bba5-000c297f1161,,Carbimazole (20mg tablet),20mg,65734b6e-977f-11e1-8993-905e29aff6c1,
189cdeae-a89d-11df-bba5-000c297f1161,,Carbimazole (30mg tablet),30mg,65734b6e-977f-11e1-8993-905e29aff6c1,
189cdf9e-a89d-11df-bba5-000c297f1161,,Carbimazole (40mg tablet),40mg,65734b6e-977f-11e1-8993-905e29aff6c1,
189ce098-a89d-11df-bba5-000c297f1161,,Chloramphenicol (1g tablet),1g,65472cfa-977f-11e1-8993-905e29aff6c1,
189ce192-a89d-11df-bba5-000c297f1161,,Chlorpromazine (75mg tablet),75mg,654b00aa-977f-11e1-8993-905e29aff6c1,
189ce282-a89d-11df-bba5-000c297f1161,,Chlorpromazine (200mg tablet),200mg,654b00aa-977f-11e1-8993-905e29aff6c1,
189ce372-a89d-11df-bba5-000c297f1161,,Cimetidine (800mg tablet),800mg,655e5eb6-977f-11e1-8993-905e29aff6c1,
189ce46c-a89d-11df-bba5-000c297f1161,,Codeine phosphate (30mg tablet),30mg,65734c7c-977f-11e1-8993-905e29aff6c1,
189ce566-a89d-11df-bba5-000c297f1161,,Codeine phosphate (60mg tablet),60mg,65734c7c-977f-11e1-8993-905e29aff6c1,
189ce656-a89d-11df-bba5-000c297f1161,,Diazepam (10mg tablet),10mg,6547016c-977f-11e1-8993-905e29aff6c1,
189ce750-a89d-11df-bba5-000c297f1161,,Diclofenac Sodium (100mg tablet),100mg,65483f50-977f-11e1-8993-905e29aff6c1,
189ce84a-a89d-11df-bba5-000c297f1161,,Digoxin (0.125mg tablet),0.125mg,65663a1e-977f-11e1-8993-905e29aff6c1,
189d7cec-a89d-11df-bba5-000c297f1161,,Digoxin (0.5mg tablet),0.5mg,65663a1e-977f-11e1-8993-905e29aff6c1,
189d7e9a-a89d-11df-bba5-000c297f1161,,Doxycycline (200mg tablet),200mg,6545fbfa-977f-11e1-8993-905e29aff6c1,
189d7f9e-a89d-11df-bba5-000c297f1161,,Erythromycin (500mg tablet),500mg,65473646-977f-11e1-8993-905e29aff6c1,
189d80a2-a89d-11df-bba5-000c297f1161,,Ferrous sulphate (1 tablet),1tablet,6547145e-977f-11e1-8993-905e29aff6c1,
189d819c-a89d-11df-bba5-000c297f1161,,Frusemide (120mg tablet),120mg,65730d0c-977f-11e1-8993-905e29aff6c1,
189d8296-a89d-11df-bba5-000c297f1161,,Frusemide (160mg tablet),160mg,65730d0c-977f-11e1-8993-905e29aff6c1,
189d8b2e-a89d-11df-bba5-000c297f1161,,Hydralazine (50mg tablet),50mg,654b10d6-977f-11e1-8993-905e29aff6c1,
189d8c32-a89d-11df-bba5-000c297f1161,,Hydrochlorothiazide (50mg tablet),50mg,65588df6-977f-11e1-8993-905e29aff6c1,
189d8d22-a89d-11df-bba5-000c297f1161,,Hydrocortisone (10mg tablet),10mg,65474a14-977f-11e1-8993-905e29aff6c1,
189d8e1c-a89d-11df-bba5-000c297f1161,,Hydrocortisone (30mg tablet),30mg,65474a14-977f-11e1-8993-905e29aff6c1,
189d8f16-a89d-11df-bba5-000c297f1161,,Indomethacin (50mg tablet),50mg,65472638-977f-11e1-8993-905e29aff6c1,
189d9010-a89d-11df-bba5-000c297f1161,,Lisinopril (5mg tablet),5mg,65635a74-977f-11e1-8993-905e29aff6c1,
189d9114-a89d-11df-bba5-000c297f1161,,Lisinopril (2.5mg tablet),2.5mg,65635a74-977f-11e1-8993-905e29aff6c1,
189d920e-a89d-11df-bba5-000c297f1161,,Loperamide (2mg),2mg,654837c6-977f-11e1-8993-905e29aff6c1,
189d92fe-a89d-11df-bba5-000c297f1161,,Mebendazole (400mg tablet),400mg,6546fcd0-977f-11e1-8993-905e29aff6c1,
189d93f8-a89d-11df-bba5-000c297f1161,,Morphine sulphate (15mg (slow release)),15mg,65694416-977f-11e1-8993-905e29aff6c1,
189d94f2-a89d-11df-bba5-000c297f1161,,Penicillin V (1g),1g,654a22fc-977f-11e1-8993-905e29aff6c1,
